id,type,url,payload,user_id,session_id,received_at,created_at,domain
26683,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":5005}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:41.944777+00:00,2025-05-01T20:38:41.944777+00:00,ikea.com
26684,time-spent,www.ikea.com/us/en/cat/dishwashing-accessories-15938/,"{""duration"":4998}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:42.919144+00:00,2025-05-01T20:38:42.919144+00:00,ikea.com
26685,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":5012}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:43.913416+00:00,2025-05-01T20:38:43.913416+00:00,ikea.com
26689,time-spent,www.ikea.com/us/en/cat/kitchen-countertop-organizers-700589/,"{""duration"":5012}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:44.093472+00:00,2025-05-01T20:38:44.093472+00:00,ikea.com
26688,time-spent,www.ikea.com/us/en/cat/food-containers-20606/,"{""duration"":5012}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:43.944098+00:00,2025-05-01T20:38:43.944098+00:00,ikea.com
26686,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":5012}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:43.918582+00:00,2025-05-01T20:38:43.918582+00:00,ikea.com
26687,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":5012}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:43.921441+00:00,2025-05-01T20:38:43.921441+00:00,ikea.com
26690,time-spent,www.ikea.com/us/en/cat/fridge-organizers-700588/,"{""duration"":4996}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:44.970333+00:00,2025-05-01T20:38:44.970333+00:00,ikea.com
26693,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":4995}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:45.116701+00:00,2025-05-01T20:38:45.116701+00:00,ikea.com
26691,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":4996}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:45.050563+00:00,2025-05-01T20:38:45.050563+00:00,ikea.com
26692,time-spent,www.ikea.com/us/en/cat/kids-kitchenware-tableware-18714/,"{""duration"":4995}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:45.100202+00:00,2025-05-01T20:38:45.100202+00:00,ikea.com
26694,time-spent,www.ikea.com/us/en/cat/food-storage-accessories-resealable-bags-700611/,"{""duration"":5001}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:45.632768+00:00,2025-05-01T20:38:45.632768+00:00,ikea.com
26695,time-spent,www.ikea.com/us/en/cat/bakeware-20636/,"{""duration"":4992}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:45.93319+00:00,2025-05-01T20:38:45.93319+00:00,ikea.com
26696,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":5000}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:46.101098+00:00,2025-05-01T20:38:46.101098+00:00,ikea.com
26697,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":5003}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:46.912889+00:00,2025-05-01T20:38:46.912889+00:00,ikea.com
26699,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":5002}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:46.92395+00:00,2025-05-01T20:38:46.92395+00:00,ikea.com
26698,time-spent,www.ikea.com/us/en/cat/mix-match-food-containers-lids-700610/,"{""duration"":5002}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:46.913256+00:00,2025-05-01T20:38:46.913256+00:00,ikea.com
26700,page-view,www.ikea.com/us/en/p/oeringabborre-sealing-clip-set-of-9-multicolor-60556708/,,801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:47.695645+00:00,2025-05-01T20:38:47.695645+00:00,ikea.com
26701,time-spent,www.ikea.com/us/en/cat/dishwashing-accessories-15938/,"{""duration"":4999}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:47.917169+00:00,2025-05-01T20:38:47.917169+00:00,ikea.com
26702,page-view,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,,801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:48.174089+00:00,2025-05-01T20:38:48.174089+00:00,ikea.com
26703,time-spent,www.ikea.com/us/en/cat/food-containers-20606/,"{""duration"":4988}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:48.914043+00:00,2025-05-01T20:38:48.914043+00:00,ikea.com
26705,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":4989}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:48.936851+00:00,2025-05-01T20:38:48.936851+00:00,ikea.com
26707,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":4987}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:49.078732+00:00,2025-05-01T20:38:49.078732+00:00,ikea.com
26704,time-spent,www.ikea.com/us/en/cat/kitchen-countertop-organizers-700589/,"{""duration"":5003}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:48.918502+00:00,2025-05-01T20:38:48.918502+00:00,ikea.com
26706,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":5004}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:48.940294+00:00,2025-05-01T20:38:48.940294+00:00,ikea.com
26711,time-spent,www.ikea.com/us/en/cat/kids-kitchenware-tableware-18714/,"{""duration"":5007}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:50.06937+00:00,2025-05-01T20:38:50.06937+00:00,ikea.com
26710,time-spent,www.ikea.com/us/en/cat/fridge-organizers-700588/,"{""duration"":5007}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:50.056773+00:00,2025-05-01T20:38:50.056773+00:00,ikea.com
26709,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":5006}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:49.975307+00:00,2025-05-01T20:38:49.975307+00:00,ikea.com
26708,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":5007}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:49.928593+00:00,2025-05-01T20:38:49.928593+00:00,ikea.com
26712,time-spent,www.ikea.com/us/en/cat/food-storage-accessories-resealable-bags-700611/,"{""duration"":4999}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:50.653776+00:00,2025-05-01T20:38:50.653776+00:00,ikea.com
26714,time-spent,www.ikea.com/us/en/cat/bakeware-20636/,"{""duration"":5001}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:51.045256+00:00,2025-05-01T20:38:51.045256+00:00,ikea.com
26713,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":5000}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:50.953995+00:00,2025-05-01T20:38:50.953995+00:00,ikea.com
26715,time-spent,www.ikea.com/us/en/cat/mix-match-food-containers-lids-700610/,"{""duration"":5005}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:51.942327+00:00,2025-05-01T20:38:51.942327+00:00,ikea.com
26716,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":5005}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:51.974919+00:00,2025-05-01T20:38:51.974919+00:00,ikea.com
26717,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":5007}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:52.124907+00:00,2025-05-01T20:38:52.124907+00:00,ikea.com
26718,time-spent,www.ikea.com/us/en/cat/dishwashing-accessories-15938/,"{""duration"":5008}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:52.895177+00:00,2025-05-01T20:38:52.895177+00:00,ikea.com
26719,time-spent,www.ikea.com/us/en/p/oeringabborre-sealing-clip-set-of-9-multicolor-60556708/,"{""duration"":5268}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:53.019819+00:00,2025-05-01T20:38:53.019819+00:00,ikea.com
26721,time-spent,www.ikea.com/us/en/cat/kitchen-countertop-organizers-700589/,"{""duration"":4992}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:53.943114+00:00,2025-05-01T20:38:53.943114+00:00,ikea.com
26722,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":4992}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:53.947031+00:00,2025-05-01T20:38:53.947031+00:00,ikea.com
26720,time-spent,www.ikea.com/us/en/cat/food-containers-20606/,"{""duration"":5008}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:53.926195+00:00,2025-05-01T20:38:53.926195+00:00,ikea.com
26725,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":5009}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:54.076554+00:00,2025-05-01T20:38:54.076554+00:00,ikea.com
26723,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":5008}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:54.007323+00:00,2025-05-01T20:38:54.007323+00:00,ikea.com
26724,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":5831}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:54.064781+00:00,2025-05-01T20:38:54.064781+00:00,ikea.com
26729,time-spent,www.ikea.com/us/en/cat/kids-kitchenware-tableware-18714/,"{""duration"":5000}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:55.109637+00:00,2025-05-01T20:38:55.109637+00:00,ikea.com
26726,time-spent,www.ikea.com/us/en/cat/fridge-organizers-700588/,"{""duration"":5000}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:54.938203+00:00,2025-05-01T20:38:54.938203+00:00,ikea.com
26727,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":5000}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:54.944154+00:00,2025-05-01T20:38:54.944154+00:00,ikea.com
26728,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":5000}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:54.967296+00:00,2025-05-01T20:38:54.967296+00:00,ikea.com
26730,time-spent,www.ikea.com/us/en/cat/food-storage-accessories-resealable-bags-700611/,"{""duration"":5000}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:55.665788+00:00,2025-05-01T20:38:55.665788+00:00,ikea.com
26732,time-spent,www.ikea.com/us/en/cat/bakeware-20636/,"{""duration"":5005}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:56.095395+00:00,2025-05-01T20:38:56.095395+00:00,ikea.com
26731,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":5000}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:56.083373+00:00,2025-05-01T20:38:56.083373+00:00,ikea.com
26735,time-spent,www.ikea.com/us/en/cat/mix-match-food-containers-lids-700610/,"{""duration"":4989}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:56.917516+00:00,2025-05-01T20:38:56.917516+00:00,ikea.com
26734,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":4989}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:56.917388+00:00,2025-05-01T20:38:56.917388+00:00,ikea.com
26733,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":4990}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:56.914332+00:00,2025-05-01T20:38:56.914332+00:00,ikea.com
26737,time-spent,www.ikea.com/us/en/cat/dishwashing-accessories-15938/,"{""duration"":4993}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:57.910717+00:00,2025-05-01T20:38:57.910717+00:00,ikea.com
26740,time-spent,www.ikea.com/us/en/p/oeringabborre-sealing-clip-set-of-9-multicolor-60556708/,"{""duration"":4983}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:58.049178+00:00,2025-05-01T20:38:58.049178+00:00,ikea.com
26738,time-spent,www.ikea.com/us/en/cat/home-decor-de001/,"{""duration"":59990}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:57.913398+00:00,2025-05-01T20:38:57.913398+00:00,ikea.com
26741,time-spent,www.ikea.com/us/en/cat/plants-planters-pp001/,"{""duration"":57996}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:58.116246+00:00,2025-05-01T20:38:58.116246+00:00,ikea.com
26739,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":59989}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:58.031913+00:00,2025-05-01T20:38:58.031913+00:00,ikea.com
26736,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":57996}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:57.909263+00:00,2025-05-01T20:38:57.909263+00:00,ikea.com
26746,time-spent,www.ikea.com/us/en/cat/kitchen-countertop-organizers-700589/,"{""duration"":4993}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:59.070373+00:00,2025-05-01T20:38:59.070373+00:00,ikea.com
26747,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":4993}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:59.075437+00:00,2025-05-01T20:38:59.075437+00:00,ikea.com
26743,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":4993}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:58.906885+00:00,2025-05-01T20:38:58.906885+00:00,ikea.com
26745,time-spent,www.ikea.com/us/en/cat/food-containers-20606/,"{""duration"":4992}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:59.043216+00:00,2025-05-01T20:38:59.043216+00:00,ikea.com
26742,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":4992}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:58.90282+00:00,2025-05-01T20:38:58.90282+00:00,ikea.com
26744,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":4994}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:58.962801+00:00,2025-05-01T20:38:58.962801+00:00,ikea.com
26748,page-view,www.ikea.com/us/en/p/ikea-365-insert-for-food-container-set-of-2-dark-blue-00500899/,,801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:59.527809+00:00,2025-05-01T20:38:59.527809+00:00,ikea.com
26749,page-view,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,,801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:59.609982+00:00,2025-05-01T20:38:59.609982+00:00,ikea.com
26750,time-spent,www.ikea.com/us/en/cat/fridge-organizers-700588/,"{""duration"":4996}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:59.912932+00:00,2025-05-01T20:38:59.912932+00:00,ikea.com
26752,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":4996}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:59.968753+00:00,2025-05-01T20:38:59.968753+00:00,ikea.com
26751,time-spent,www.ikea.com/us/en/cat/kids-kitchenware-tableware-18714/,"{""duration"":4996}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:38:59.935647+00:00,2025-05-01T20:38:59.935647+00:00,ikea.com
26753,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":4996}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:39:00.034508+00:00,2025-05-01T20:39:00.034508+00:00,ikea.com
26755,time-spent,www.ikea.com/us/en/cat/food-storage-accessories-resealable-bags-700611/,"{""duration"":5000}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:39:00.802992+00:00,2025-05-01T20:39:00.802992+00:00,ikea.com
26754,page-view,www.ikea.com/us/en/p/ikea-365-insert-for-food-container-set-of-3-dark-blue-60500896/,,801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:39:00.768617+00:00,2025-05-01T20:39:00.768617+00:00,ikea.com
26756,time-spent,www.ikea.com/us/en/cat/bakeware-20636/,"{""duration"":4995}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:39:00.934285+00:00,2025-05-01T20:39:00.934285+00:00,ikea.com
26757,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":5000}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:39:01.125613+00:00,2025-05-01T20:39:01.125613+00:00,ikea.com
26758,page-view,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,,801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:39:01.171867+00:00,2025-05-01T20:39:01.171867+00:00,ikea.com
26761,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":5007}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:39:02.060472+00:00,2025-05-01T20:39:02.060472+00:00,ikea.com
26759,time-spent,www.ikea.com/us/en/cat/mix-match-food-containers-lids-700610/,"{""duration"":5009}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:39:01.951419+00:00,2025-05-01T20:39:01.951419+00:00,ikea.com
26760,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":5012}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:39:01.970629+00:00,2025-05-01T20:39:01.970629+00:00,ikea.com
26762,time-spent,www.ikea.com/us/en/p/oeringabborre-sealing-clip-set-of-9-multicolor-60556708/,"{""duration"":5004}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:39:02.954415+00:00,2025-05-01T20:39:02.954415+00:00,ikea.com
26766,time-spent,www.ikea.com/us/en/cat/food-containers-20606/,"{""duration"":5013}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:39:03.992563+00:00,2025-05-01T20:39:03.992563+00:00,ikea.com
26765,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":5012}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:39:03.967098+00:00,2025-05-01T20:39:03.967098+00:00,ikea.com
26767,time-spent,www.ikea.com/us/en/cat/kitchen-countertop-organizers-700589/,"{""duration"":5013}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:39:04.108544+00:00,2025-05-01T20:39:04.108544+00:00,ikea.com
26764,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":5013}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:39:03.935696+00:00,2025-05-01T20:39:03.935696+00:00,ikea.com
26763,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":5013}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:39:03.919969+00:00,2025-05-01T20:39:03.919969+00:00,ikea.com
26770,time-spent,www.ikea.com/us/en/cat/kids-kitchenware-tableware-18714/,"{""duration"":5004}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:39:04.96517+00:00,2025-05-01T20:39:04.96517+00:00,ikea.com
26769,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":5004}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:39:04.954445+00:00,2025-05-01T20:39:04.954445+00:00,ikea.com
26772,time-spent,www.ikea.com/us/en/cat/fridge-organizers-700588/,"{""duration"":5004}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:39:04.968923+00:00,2025-05-01T20:39:04.968923+00:00,ikea.com
26768,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":5005}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:39:04.922816+00:00,2025-05-01T20:39:04.922816+00:00,ikea.com
26771,time-spent,www.ikea.com/us/en/p/ikea-365-insert-for-food-container-set-of-2-dark-blue-00500899/,"{""duration"":5584}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:39:04.966943+00:00,2025-05-01T20:39:04.966943+00:00,ikea.com
26773,time-spent,sgtm.ikea.com/_/service_worker/5510/sw_iframe.html,"{""duration"":5318}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:39:04.969653+00:00,2025-05-01T20:39:04.969653+00:00,ikea.com
26774,time-spent,www.ikea.com/us/en/cat/food-storage-accessories-resealable-bags-700611/,"{""duration"":5000}",801d88ba-f931-47c2-a5a1-ef006e2644ad,da6c9826-a3aa-4c37-95be-ac0ef6328b4e,2025-05-01T20:39:05.626979+00:00,2025-05-01T20:39:05.626979+00:00,ikea.com
